catalog_position,title,author,year_published,genre,section,total_copies,times_borrowed,last_borrowed_date,rating,ratings_count,price,language,page_count,dimensions_width,dimensions_thickness,dimensions_height,catalog_shelf,catalog_row,catalog_row_number
A6-B3-0003,Herfsttij der Middeleeuwen,Johan Huizinga,1919,History,Humanities,4,7,7/29/2024,3.25,7,,nl,588,6.55,2.05,7.7,A6,B3,3
A6-B3-0004,Goodbye Mister Chips,James Hilton,1934,Novels,Fiction,5,12,9/27/2024,4.68,9,0.95,en,136,5.89,0.59,9.9,A6,B3,4
A6-B3-0005,Discourses on Livy,Niccolò Machiavelli,1531,History,Humanities,4,2,3/20/2024,4.77,2,12.95,en,424,4.92,1.43,7.86,A6,B3,5
A6-B3-0006,Before Adam,Jack London,1906,Science Fiction,Fiction,4,1,6/16/2024,,,,en,462,5.09,1.73,7.76,A6,B3,6
A6-B3-0007,The spy,James Fenimore Cooper,1821,Historical Fiction,Young Adult,5,6,5/12/2024,3.95,4,7.95,en,184,5.84,0.85,7.5,A6,B3,7
A6-B3-0008,Five Little Peppers and How They Grew,Margaret Sidney,1880,Drama,Children,4,1,4/22/2024,4.61,1,10.18,en,66,6.55,0.56,8.51,A6,B3,8
A6-B3-0009,Le diable amoureux,Jacques Cazotte,1772,Crime/Thriller,Fiction,5,3,10/21/2024,4.32,2,5.07,fr,56,6.34,0.29,6.2,A6,B3,9
A6-B3-0010,The Second Sex,Simone de Beauvoir,1949,Biography & Autobiography,Non-Fiction,5,12,10/15/2024,4.64,8,18.6,en,788,5.62,2.62,9.07,A6,B3,10
A6-B3-0011,Georg Baselitz,Georg Baselitz,1970,Art,Humanities,5,3,1/19/2025,4.79,3,96.62,en,348,5.89,1.43,7.53,A6,B3,11
A6-B3-0012,Marc Chagall,Marc Chagall,1948,Biography & Autobiography,Humanities,5,1,9/25/2024,4.71,1,16,en,552,6.63,1.98,9.12,A6,B3,12
A6-B3-0014,Nicomachean Ethics,Aristotle,1558,Philosophy,Humanities,6,4,12/11/2024,4.67,3,18,en,336,5.34,1.23,8.17,A6,B3,14
A6-B3-0015,A prince of the captivity,John Buchan,1933,Crime/Thriller,Fiction,5,3,9/13/2024,3.61,2,2.99,en,936,5.59,3.19,8.63,A6,B3,15
A6-B3-0016,Tales of Terror and Mystery,Arthur Conan Doyle,1963,Horror,Fiction,6,3,4/3/2024,5,2,10.24,en,344,6.62,1.15,7.93,A6,B3,16
A6-B3-0017,The History of the Adventures of Joseph Andrews,Henry Fielding,1742,Comedy,Fiction,5,9,8/23/2024,4.49,9,9.95,en,302,6.16,1.02,7.76,A6,B3,17
A6-B3-0018,Kristin Lavransdatter Trilogy,Sigrid Undset,1920,Novels,Fiction,5,10,5/16/2024,4.64,7,0.99,en,286,6.77,1.05,8.89,A6,B3,18
A6-B3-0019,The Elusive Pimpernel (Scarlet Pimpernel),Emmuska Orczy,1908,Adventure,Fiction,7,3,6/14/2024,4.48,2,4.2,en,262,5.18,1.18,6.2,A6,B3,19
A6-B3-0020,Bouvard et Pécuchet,Gustave Flaubert,1896,Comedy,Fiction,5,5,2/17/2025,4.22,3,16.8,en,206,5.93,0.93,8.95,A6,B3,20
A6-B3-0021,Crotchet Castle,Thomas Love Peacock,1831,Satire,Fiction,5,1,11/6/2024,4.38,1,17,en,388,5.97,1.55,9.17,A6,B3,21
A6-B3-0022,The riddle of the night,Thomas W. Hanshew,1915,,,5,6,5/5/2024,3.93,6,12.99,en,175,6.8,0.67,8.46,A6,B3,22
A6-B3-0023,The Story of the Treasure Seekers,Edith Nesbit,1899,Adventure,Children,7,4,12/21/2024,4.95,3,13.95,en,66,6.1,0.58,8.01,A6,B3,23
A6-B3-0024,The Big Bow Mystery,Israel Zangwill,1892,Crime/Thriller,Fiction,5,,10/15/2024,,,10.99,en,103,5.12,0.43,8.6,A6,B3,24
A6-B3-0025,The Power of Positive Thinking,Norman Vincent Peale,1952,Self-Help,Non-Fiction,5,83,11/16/2024,4.63,59,11.09,en,312,6.01,1.27,6.91,A6,B3,25
A6-B3-0026,Coraline,Neil Gaiman,2002,Fantasy,Children's,5,224,9/29/2024,4.79,214,7.99,en,219,6.1,1.01,7.64,A6,B3,26
A6-B3-0027,Anne of the Island,Lucy Maud Montgomery,1826,Romance,Children,8,1,4/30/2024,,,18.99,en,280,6.5,0.38,8.18,A6,B3,27
A6-B3-0028,La Fiesta del Chivo,Mario Vargas Llosa,2000,Drama,Fiction,4,25,8/20/2024,4.76,15,0.99,es,518,5.31,1.84,6.47,A6,B3,28
A6-B3-0029,Theaitetos,Platon,1861,Philosophy,Humanities,5,1,10/13/2024,5,,,en,7858,5.81,23.73,9.06,A6,B3,29
A6-B3-0030,The Portrait Of A Lady,Henry James,1881,Romance,Fiction,5,3,3/25/2024,4.42,3,11.95,en,635,6.13,2.13,9.9,A6,B3,30
A6-B3-0031,Dei delitte e delle pene,Cesare Beccaria,1764,History,Non-Fiction,6,1,7/29/2024,,,12.99,it,254,6.35,0.89,8.54,A6,B3,31
A6-B3-0032,American practical navigator,Nathaniel Bowditch,1802,Reference,Reference,5,3,6/27/2024,4.42,2,58.24,en,692,5.28,2.47,8.5,A6,B3,32
A6-B3-0033,Nomoi,Platon,1562,History,Humanities,5,1,11/19/2024,,,,el,1266,5.83,4.12,6.83,A6,B3,33
A6-B3-0034,De rerum natura,Titus Lucretius Carus,1486,Philosophy,Humanities,7,4,5/11/2024,4.62,2,15,en,320,5.94,1.32,7.8,A6,B3,34
A6-B3-0035,The Blithedale Romance,Nathaniel Hawthorne,1852,Drama,Fiction,5,9,8/7/2024,3.78,9,16,en,314,5.73,1.07,6.95,A6,B3,35
A6-B3-0036,La nauseÌe,Jean-Paul Sartre,1938,Drama,Fiction,5,10,5/15/2024,4.59,7,12.56,fr,210,7,0.73,8.4,A6,B3,36
A6-B3-0037,Principles of Political Economy,John Stuart Mill,1848,Economics & Business,Non-Fiction,6,4,5/1/2024,4.07,3,12.95,en,732,6.37,2.33,7.37,A6,B3,37
A6-B3-0038,The Mysterious Stranger,Mark Twain,1916,Fantasy,Fiction,4,2,5/30/2024,4.93,1,19.99,en,182,5.43,0.79,8.12,A6,B3,38
A6-B3-0039,Gretel & Hansel,Brothers Grimm,1900,Fantasy,Children,5,2,7/13/2024,4.42,2,3.78,en,18,5.32,0.16,8.89,A6,B3,39
A6-B3-0040,Circulaire a MM. les curés du diocèse,Charles-François Baillargeon,1986,Religion & Spirituality,Humanities,6,1,9/19/2024,,,15.99,fr,538,5.9,1.73,9.32,A6,B3,40
A6-B3-0041,Odyssey,Homer,1980,Fantasy,Fiction,6,34,2/2/2025,4.44,30,5.99,en,420,5.23,1.65,9.82,A6,B3,41
A6-B3-0042,First Man, James R. Hansen,2005,Biography & Autobiography,History,,24,4/25/2024,4.54,14,0.99,en,809,5.56,2.53,7.68,A6,B3,42
A6-B3-0043,Fuzzbuzz,Colin Harris,1978,Adventure,Children,5,9,5/29/2024,4.74,9,7.99,en,266,6.4,1.05,8.72,A6,B3,43
A6-B3-0044,"Sybil, or, The Two Nations",Benjamin Disraeli,1830,Drama,Fiction,5,4,9/1/2024,4.12,2,175,en,465,5.56,1.52,8.59,A6,B3,44
A6-B3-0045,King Richard II,William Shakespeare,1597,Drama,Young Adult (YA),6,1,9/6/2024,,,,en,196,5.91,0.74,9.62,A6,B3,45
A6-B3-0046,Martin Chuzzlewit,Charles Dickens,1800,Classics,Fiction,7,6,2/4/2025,4.32,4,19.99,en,1250,5.9,3.87,6.85,A6,B3,46
A6-B3-0047,Sons and Lovers,David Herbert Lawrence,1913,Drama,Fiction,7,20,7/23/2024,3.89,14,12.99,en,530,5.86,1.85,8.79,A6,B3,47
A6-B3-0048,Edvard Munch,Edvard Munch,1927,Biography & Autobiography,Humanities,5,3,10/8/2024,4.65,3,15.99,en,526,5.68,1.92,8.25,A6,B3,48
A6-B3-0049,The Enchanted Castle,Edith Nesbit,1907,Fantasy,Children,7,3,6/24/2024,4.33,3,6.7,en,213,5.88,1.04,8.23,A6,B3,49
A6-B3-0050,Jane's All the Worlds Aircraft,Fred T. Jane,1933,Technology & Engineering,Reference,5,2,9/29/2024,3.93,2,2.99,en,924,5.55,3.1,8.42,A6,B3,50
A6-B3-0052,Hoosier school-master,Edward Eggleston,1871,Novels,Fiction,5,4,11/15/2024,4.22,3,44.45,en,232,6.34,0.84,9.78,A6,B3,52
A6-B3-0053,A Murder Is Announced,Agatha Christie,1950,Crime/Thriller,Fiction,5,44,1/15/2025,4.48,30,0.99,en,275,6.09,0.94,8.55,A6,B3,53
A6-B3-0054,The Way of the World,William Congreve,1700,Comedy,Fiction,5,1,9/8/2024,4.61,1,20,en,338,6.2,1.26,9.21,A6,B3,54
A6-B3-0055,The Book Thief,Markus Zusak,2005,Historical Fiction,Young Adult (YA),6,1128,7/12/2024,4.64,712,7.43,en,580,5.94,2.12,8.28,A6,B3,55
A6-B3-0056,The Scarecrow of Oz,L. Frank Baum,1915,Fantasy,Children,6,2,9/4/2024,,,,en,170,5.47,0.91,6.94,A6,B3,56
A6-B3-0057,"The art of money getting, or, Golden rules for money getting",P. T. Barnum,1880,Self-Help,Non-Fiction,6,45,12/21/2024,4.68,33,0.99,en,66,5.51,0.51,8.32,A6,B3,57
A6-B3-0058,Père Goriot,Honoré de Balzac,1800,Novels,Fiction,7,1,5/4/2024,4.66,1,11.11,en,226,6.13,0.99,8.96,A6,B3,58
A6-B3-0059,The black gang,Herman Cyril McNeile,1922,Crime/Thriller,Fiction,5,2,11/7/2024,4.14,2,5.99,en,294,5.43,0.99,7.67,A6,B3,59
A6-B3-0060,The Scarlet Pimpernel,Emmuska Orczy,1900,Adventure,Fiction,7,4,4/1/2024,4.56,3,19.5,en,315,5.58,1.11,7.98,A6,B3,60
A6-B3-0061,Sad Cypress,Agatha Christie,1939,Crime/Thriller,Fiction,5,10,6/24/2024,4.58,7,0.99,en,244,6.47,1.11,8.52,A6,B3,61
A6-B3-0062,The Man Without a Country,Edward Everett Hale,1865,Historical Fiction,Fiction,5,8,7/16/2024,4.61,6,6.95,en,312,5.44,1.24,7.06,A6,B3,62
A6-B3-0063,The Haunted House,Charles Dickens,1859,Horror,Fiction,6,3,12/12/2024,5,3,4.99,en,223,5.53,0.95,7.18,A6,B3,63
A6-B3-0064,A history of England in a series of letters from a nobleman to his son,Oliver Goldsmith,1764,History,Non-Fiction,4,1,10/16/2024,,,18.95,en,420,6.39,1.66,8.23,A6,B3,64
A6-B3-0065,Chronicles of Avonlea,Lucy Maud Montgomery,1912,Novels,Children,7,3,7/28/2024,5,3,,en,237,6.16,0.93,7.61,A6,B3,65
A6-B3-0066,Round the Red Lamp,Arthur Conan Doyle,1894,Crime/Thriller,Fiction,5,1,7/27/2024,5,1,11.99,en,170,6.04,0.61,8.99,A6,B3,66
A6-B3-0067,Harding's Luck,Edith Nesbit,1909,Fantasy,Fiction,5,3,5/10/2024,4.35,2,0.99,en,246,6.71,1.1,7.94,A6,B3,67
A6-B3-0068,Space Chronicles, Neil deGrasse Tyson,2012,Science,Non-Fiction,3,9,10/12/2024,4.68,6,0.99,en,385,6.26,1.55,8.18,A6,B3,68
A6-B3-0069,The Free Fishers,John Buchan,1934,Historical Fiction,Fiction,5,6,9/6/2024,4.66,5,13.95,en,291,5.29,1.02,7.75,A6,B3,69
A6-B3-0070,The Island of Dr. Moreau,H. G. Wells,1896,Science Fiction,Fiction,6,30,11/9/2024,4.38,18,8.99,en,150,5.27,0.82,8.95,A6,B3,70
A6-B3-0071,Anne of Green Gables,Lucy Maud Montgomery,1908,Novels,Children,9,7,4/2/2024,4.84,5,12.99,en,470,6.35,1.75,9.08,A6,B3,71
A6-B3-0072,The Last Chronicle of Barset,Anthony Trollope,1867,Novels,Fiction,4,6,12/9/2024,4.37,4,15.32,en,432,6.58,1.57,7.74,A6,B3,72
A6-B3-0073,Assommoir,Émile Zola,1870,Drama,Fiction,4,3,10/2/2024,4.27,2,11.11,en,481,6.19,1.84,8.6,A6,B3,73
A6-B3-0074,Maria Stuart,Friedrich Schiller,1801,Drama,Fiction,5,1,6/17/2024,4.43,1,13.52,en,174,6.01,0.68,8.62,A6,B3,74
A6-B3-0075,"The nigger of the ""Narcissus""",Joseph Conrad,1897,Adventure,Fiction,4,10,5/6/2024,5,10,7.99,en,202,5.63,1,8.13,A6,B3,75
A6-B4-0001,Arnulf Rainer,Arnulf Rainer,1968,Biography & Autobiography,Humanities,5,1,3/17/2024,5,1,,en,76,6.01,0.34,8.59,A6,B4,1
A6-B4-0002,The Daughter of Time,Josephine Tey,1951,Crime/Thriller,Fiction,5,58,9/9/2024,4.33,43,10.39,en,224,5.6,0.91,6.84,A6,B4,2
A6-B4-0003,Protagoras ,Platon,1828,Philosophy,Humanities,6,1,1/2/2025,,,69.99,el,319,5.77,1.15,8.62,A6,B4,3
A6-B4-0004,Les compagnons de Jehu,Alexandre Dumas,1858,Adventure,Fiction,5,8,4/20/2024,4.27,5,0.99,en,500,7,0.34,9.01,A6,B4,4
A6-B4-0005,South: the story of Shackleton's 1914-1917 expedition,Sir Ernest Henry Shackleton,1919,Biography & Autobiography,History,5,1,6/15/2024,4.64,1,16.14,en,392,6.78,1.52,9.32,A6,B4,5
A6-B4-0006,Jenseits von Gut und Böse,Friedrich Nietzsche,1885,Philosophy,Humanities,6,7,7/18/2024,4.54,5,657,de,318,6.07,1.05,9.3,A6,B4,6
A6-B4-0007,Ranma 1/2,Rumiko Takahashi,1992,Fantasy,Young Adult,4,6,10/6/2024,4.88,4,12.04,en,362,5.36,1.22,9.9,A6,B4,7
A6-B4-0008,Dare to Lead,Brene Brown,2018,Self-Help,Non-Fiction,5,138,8/11/2024,4.76,84,13.95,en,321,5.71,1.36,8.46,A6,B4,8
A6-B4-0009,Gerusalemme liberata,Torquato Tasso,1581,Poetry,Humanities,6,2,1/19/2025,4.37,2,40,en,418,6.37,1.65,7.92,A6,B4,9
A6-B4-0010,Agamemnon,Aeschylus,1816,Drama,Humanities,5,2,4/9/2024,4.52,1,13.36,de,184,6.51,0.94,8.56,A6,B4,10
A6-B4-0011,Annals,American Academy of Political and Social Science.,1890,,,4,1,2/2/2025,5,1,76.75,en,424,5.95,1.5,8.55,A6,B4,11
A6-B4-0012,Pharos,Guy Boothby,1899,Horror,Fiction,5,3,7/15/2024,3.98,2,10.99,en,230,6.36,0.79,7.64,A6,B4,12
A6-B4-0013,Ab urbe condita,Titus Livius,1481,History,Humanities,8,8,3/21/2024,4.74,6,10.99,en,370,5.36,1.22,6.46,A6,B4,13
A6-B4-0014,The War of the Worlds,H. G. Wells,1898,Science Fiction,Fiction,7,1,10/7/2024,,,46.73,en,306,6.21,1.08,7.78,A6,B4,14
A6-B4-0015,Ficciones,Jorge Luis Borges,1945,Fantasy,Fiction,4,4,11/4/2024,4.47,2,11.74,en,184,5.97,0.75,8.95,A6,B4,15
A6-B4-0016,Overture to Tannhauser,Richard Wagner,1800,Music,Humanities,5,7,7/27/2024,4.55,5,34,en,186,6.05,0.82,8.8,A6,B4,16
A6-B4-0017,The land of mist,Arthur Conan Doyle,1926,Science Fiction,Fiction,6,5,7/4/2024,5,3,0.99,en,1166,6.33,3.6,8.36,A6,B4,17
A6-B4-0018,Und & Use Application Softwr,Bacon,1999,Other,Reference,5,503,11/11/2024,4.73,313,9.99,sr,128,4.92,0.51,7.32,A6,B4,18
A6-B4-0019,Agricola,P. Cornelius Tacitus,1585,Biography & Autobiography,History,5,6,9/7/2024,4.47,4,0.49,en,172,5.45,0.68,8.46,A6,B4,19
A6-B4-0020,At Fault,Kate Chopin,1890,Romance,Fiction,5,5,10/12/2024,3.63,4,8.99,en,184,5.88,0.86,8.95,A6,B4,20
A6-B4-0021,"San Manuel Bueno, mÃ¡rtir",Miguel de Unamuno,1933,Religion & Spirituality,Fiction,4,7,12/21/2024,4.59,4,7.55,en,92,6.75,0.66,7.97,A6,B4,21
A6-B4-0022,Jo's Boys,Louisa May Alcott,1886,Classics,Children,7,1,8/9/2024,4.67,1,7.99,en,368,5.7,1.4,8.86,A6,B4,22
A6-B4-0023,Love's Labour's Lost,William Shakespeare,1598,Comedy,Fiction,7,7,9/30/2024,4.56,4,3.99,en,276,6.53,1.15,8.82,A6,B4,23
A6-B4-0024,The Wind in the Willows,Kenneth Grahame,1908,Fantasy,Children,6,10,5/3/2024,4.95,7,20.99,en,288,6.13,0.98,8.52,A6,B4,24
A6-B4-0025,Poems,William Cowper,1782,Poetry,Children,5,3,11/23/2024,4.63,2,17.44,en,546,5.96,1.77,8.77,A6,B4,25
A6-B4-0026,Stranger in a Strange Land,Robert A. Heinlein,1961,Science Fiction,Fiction,4,96,11/12/2024,4.37,68,9.89,en,408,6.45,0.38,8.37,A6,B4,26
A6-B4-0027,Rocket Men, Robert Kurson,2018,History,Science,,38,11/4/2024,4.82,29,0.99,en,368,6.29,1.39,8.55,A6,B4,27
A6-B4-0028,Flatland,Edwin Abbott Abbott,1884,Science Fiction,Fiction,8,5,5/15/2024,4.67,5,5.24,en,253,5.09,0.9,7.56,A6,B4,28
A6-B4-0029,The Ambassadors,Henry James,1903,Historical Fiction,Fiction,6,6,11/22/2024,4.12,4,3.99,en,420,5.04,1.51,9.02,A6,B4,29
A6-B4-0030,A Pocket Full of Rye,Agatha Christie,1953,Crime/Thriller,Fiction,5,28,6/4/2024,4.65,22,10.99,en,192,5.77,0.21,7.47,A6,B4,30
A6-B4-0031,Infinite Worlds, Michael Carroll,2015,,,2,35,10/9/2024,4.73,27,0.99,en,260,5.65,0.89,9.42,A6,B4,31
A6-B4-0032,The Grapes of Wrath,John Steinbeck,1939,Drama,Fiction,6,128,5/29/2024,4.64,82,10.18,en,648,6.03,2.16,7.72,A6,B4,32
A6-B4-0033,Moby Dick,Herman Melville,1851,Adventure,Fiction,9,89,10/3/2024,4.47,54,7.99,en,776,6.19,2.45,8.97,A6,B4,33
A6-B4-0034,Lord Jim,Joseph Conrad,1900,Adventure,Fiction,7,4,1/27/2025,4.42,4,6.94,en,376,5.84,1.53,9.29,A6,B4,34
A6-B4-0035,Becoming,Michelle Obama,2018,Biography & Autobiography,Non-Fiction,6,1419,7/1/2024,4.82,1970,0.99,en,225,6.16,1.07,7.35,A6,B4,35
A6-B4-0036,Flower Fables,Louisa May Alcott,1854,Fantasy,Children,7,2,8/14/2024,4.28,1,11.49,en,122,5.03,0.59,8.27,A6,B4,36
A6-B4-0037,History of Friedrich II of Prussia,Thomas Carlyle,1858,History,Non-Fiction,5,1,5/25/2024,4.09,1,26.99,en,524,6.22,1.74,9.73,A6,B4,37
A6-B4-0038,The Mystery of Cloomber,Arthur Conan Doyle,1895,Crime/Thriller,Fiction,5,2,1/5/2025,3.82,1,0.99,en,142,6.01,0.81,8.73,A6,B4,38
A6-B4-0039,All Roads Lead to Calvary,Jerome Klapka Jerome,1919,Comedy,Fiction,5,8,11/29/2024,3.98,6,,en,120,5.55,0.55,8.64,A6,B4,39
A6-B4-0040,The wood beyond the world,William Morris,1894,Fantasy,Fiction,6,2,1/11/2025,4.13,1,8.72,en,220,5.35,0.76,7.77,A6,B4,40
A6-B4-0041,Life of Samuel Johnson,James Boswell,1776,Biography & Autobiography,Non-Fiction,6,5,4/10/2024,4.62,3,23,en,620,5.68,2.13,7.82,A6,B4,41
A6-B4-0042,Siddhartha,Hermann Hesse,1922,Religion & Spirituality,Fiction,6,5,8/1/2024,4.59,4,9.99,en,126,6.24,0.57,8.64,A6,B4,42
A6-B4-0043,Things Fall Apart,Chinua Achebe,1958,Historical Fiction,Fiction,4,59,3/26/2024,4.33,39,8.69,en,198,6.34,0.92,8.69,A6,B4,43
A6-B4-0044,Fedros,Platon,1792,Philosophy,Humanities,5,1,12/27/2024,,,9.99,el,160,5.86,0.67,7.8,A6,B4,44
A6-B4-0045,Die protestantische Ethik und der Geist des Kapitalismus,Max Weber,1700,Religion & Spirituality,Non-Fiction,6,2,12/24/2024,4.58,2,0.99,de,436,4.93,1.56,8.65,A6,B4,45
A6-B4-0046,La casa verde,Mario Vargas Llosa,1966,Drama,Fiction,5,3,8/17/2024,4.32,2,13.89,en,562,5.78,1.94,7.92,A6,B4,46
A6-B4-0047,Mission Control, David Carey,2006,,,6,1,8/23/2024,,,,en,168,5.17,0.63,8.67,A6,B4,47
A6-B4-0048,Of Mice and Men,John Steinbeck,1937,Drama,Fiction,6,330,7/29/2024,4.67,251,7.59,en,76,5.61,0.41,6.52,A6,B4,48
A6-B4-0049,A Wonder Book for Girls and Boys,Nathaniel Hawthorne,1851,Fantasy,Children,5,9,7/5/2024,5,9,8.99,en,234,5.91,1.09,7.04,A6,B4,49
A6-B4-0050,Lolita,Vladimir Nabokov,1955,Drama,Fiction,5,116,12/1/2024,4.33,72,16.2,en,228,5.35,0.94,7.43,A6,B4,50
A6-B4-0051,On the sublime,Longinus,1612,History,Humanities,5,1,12/1/2024,4.78,1,10,en,91,6.49,0.55,7.94,A6,B4,51
A6-B4-0052,The Last Days of Pompeii,Edward Bulwer Lytton,1800,Historical Fiction,Fiction,6,5,5/14/2024,4.27,4,490,en,354,5.34,1.19,8.01,A6,B4,52
A6-B4-0053,"The principall navigations, voiages, and discoveries of the English nations",Richard Hakluyt,1589,History,Non-Fiction,6,1,10/11/2024,,,29.95,en,348,5.6,1.41,7.59,A6,B4,53
A6-B4-0054,Alcestis,Euripides,1818,Drama,Humanities,5,6,6/16/2024,4.69,5,14,en,306,5.49,1.07,8.25,A6,B4,54
A6-B4-0055,"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurÃ¼ckbrachte",Michael Ende,1973,Fantasy,Children,4,40,10/27/2024,4.81,29,0.99,de,317,4.92,1.1,9.9,A6,B4,55
A6-B4-0056,Dog Days,Jeff Kinney,2004,Comedy,Children,5,50,12/10/2024,4.92,37,8.74,en,252,5.95,1.07,7.96,A6,B4,56
A6-B4-0057,The Four Just Men,Edgar Wallace,1905,Crime/Thriller,Fiction,5,4,7/31/2024,4.63,3,4.99,en,840,5.21,2.81,8.6,A6,B4,57
A6-B4-0058,Het Achterhuis,Anne Frank,1944,Biography & Autobiography,History,6,2,10/23/2024,,,,en,310,6.39,1.12,7.51,A6,B4,58
A6-B4-0059,The conquest of Granada,Washington Irving,1783,History,History,5,7,5/9/2024,4.81,4,9.99,en,296,5.79,1.01,9.51,A6,B4,59
A6-B4-0060,Inferno,Dante Alighieri,1767,Poetry,Fiction,7,28,7/31/2024,4.74,20,982,en,436,5.31,1.53,8.04,A6,B4,60
A6-B4-0061,Pericles,William Shakespeare,1609,Drama,Fiction,6,3,11/6/2024,4.55,2,9.29,en,326,5.93,1.34,7.79,A6,B4,61
A6-B4-0062,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,2004,Science,Science,3,28,7/17/2024,4.66,21,20,en,569,6.88,0.34,7.49,A6,B4,62
A6-B4-0063,In Search of the Unknown,Robert W. Chambers,1904,Science Fiction,Fiction,5,1,7/27/2024,,,12.99,en,225,5.98,1.07,9.24,A6,B4,63
A6-B4-0064,Jurgen,James Branch Cabell,1919,Fantasy,Fiction,6,1,4/26/2024,4.28,1,7.24,en,361,6.51,1.38,7.71,A6,B4,64
A6-B4-0065,Picasso,William S. Lieberman,1930,Biography & Autobiography,Non-Fiction,5,6,3/29/2024,3.03,5,114.99,en,104,7,0.53,8.31,A6,B4,65
A6-B4-0066,Countdown, Alan Weisman,2014,Science,Non-Fiction,,2,6/19/2024,4.77,2,25.65,en,120,6.09,0.71,7.53,A6,B4,66
A6-B4-0067,The Awakening,Kate Chopin,1899,Drama,Fiction,6,2,5/16/2024,4.14,2,8.37,en,136,6.4,0.78,7.1,A6,B4,67
A6-B4-0068,The Rise of Silas Lapham,William Dean Howells,1884,Novels,Fiction,6,7,5/4/2024,4.14,5,399,en,530,6.3,1.7,9.32,A6,B4,68
A6-B4-0069,The Hunting of the Snark,Lewis Carroll,1876,Poetry,Children,6,3,7/30/2024,4.36,2,7.65,en,102,6.36,0.45,7.86,A6,B4,69
A6-B4-0070,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2013,Self-Help,Non-Fiction,6,484,6/25/2024,4.73,468,413,en,236,5.91,1.09,6.98,A6,B4,70
A6-B4-0071,Children of the Frost,Jack London,1800,Adventure,Fiction,7,4,11/27/2024,4.15,3,3.59,en,84,6.12,0.45,8.03,A6,B4,71
A6-B4-0072,"Frotiers Peace Treaties, and International Organization",Vincent van Gogh,1914,Biography & Autobiography,Humanities,5,1,1/5/2025,,,45.99,en,218,6.45,0.84,7.86,A6,B4,72
A6-B4-0073,The cat's eye,R. Austin Freeman,1927,Crime/Thriller,Fiction,5,2,6/1/2024,4.33,1,0.99,en,478,6.33,1.83,7.27,A6,B4,73
A6-B4-0074,The Path of the King,John Buchan,1921,History,Fiction,5,5,6/12/2024,5,5,,en,314,5.06,1.16,6.2,A6,B4,74
A6-B4-0075,The Man in the High Castle,Philip K. Dick,1962,Science Fiction,Fiction,4,180,8/22/2024,3.72,141,0.99,en,230,5.47,0.83,6.98,A6,B4,75
A6-B4-0076,De consolatione philosophiae,Boethius,1483,Philosophy,Humanities,5,2,3/17/2024,,,5.9,en,160,5.87,0.4,8.58,A6,B4,76
A6-B4-0077,Thumbelina,Hans Christian Andersen,1911,Fantasy,Children,4,7,5/6/2024,4.86,6,12.5,en,26,6.15,0.21,8.61,A6,B4,77
A6-B4-0078,Idiot,Fyodor Mikhailovich Dostoevsky,1880,Drama,Fiction,6,4,8/6/2024,4.74,3,10.99,en,292,5.35,1.11,8.12,A6,B4,78
A6-B4-0079,A Raisin in the Sun,Lorraine Hansberry,1958,Drama,Fiction,5,67,5/8/2024,4.67,47,7.59,en,164,5.76,0.66,7.48,A6,B4,79
A6-B4-0080,The Incredible Journey,Sheila Burnford,1960,Adventure,Children,5,10,2/10/2025,4.62,7,7.15,en,155,6.71,0.7,7.71,A6,B4,80
A6-B4-0081,Houghton Mifflin Science California,Houghton Mifflin Company Staff,2006,Science,Science,7,2,1/4/2025,,,100,en,20,5.23,0.19,9.74,A6,B4,81
A6-B4-0082,King Henry VI. Part 2,William Shakespeare,1600,Drama,Fiction,5,6,12/10/2024,4.45,4,14.95,en,384,5.76,1.51,8.06,A6,B4,82
A6-B4-0083,Charlotte Temple,Rowson Mrs,1802,Drama,Fiction,4,2,11/14/2024,3.61,2,1.99,en,238,5.84,0.94,8.17,A6,B4,83
A6-B4-0084,No Hero,E. W. Hornung,1901,,,5,1,7/1/2024,,,,en,270,6.62,0.93,6.87,A6,B4,84
A6-B4-0085,Hercule Poirot's Christmas,Agatha Christie,1939,Crime/Thriller,Fiction,5,52,1/22/2025,4.53,38,12.79,en,11,6.16,0.16,8.05,A6,B4,85
A6-B4-0086,Youth,Leo Tolstoy,1919,Other,Reference,5,6,11/24/2024,4.62,4,3.99,en,220,5.7,1.02,9.37,A6,B4,86
A6-B4-0087,The Lightning Thief,Rick Riordan,2005,Fantasy,Young Adult,4,317,12/20/2024,4.78,247,6.21,en,388,6,1.51,8.34,A6,B4,87
A6-B4-0088,Poirot investigates,Agatha Christie,1924,Crime/Thriller,Fiction,6,2,2/2/2025,4.57,2,9.95,en,163,5.44,0.72,8.86,A6,B4,88
A6-B4-0090,The Evil Shepherd,Edward Phillips Oppenheim,1922,Crime/Thriller,Fiction,6,2,2/5/2025,,,,en,248,5.79,0.85,9.5,A6,B4,90
A6-B4-0091,Du contrat social,Jean-Jacques Rousseau,1762,Philosophy,Humanities,6,6,1/13/2025,4.65,6,8.8,en,212,5.22,0.8,7.29,A6,B4,91
